t,cmd,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
0.464,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.484,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.504,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.524,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.544,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.564,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.584,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.604,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.624,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.644,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.664,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.684,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.704,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.724,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.744,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.764,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.784,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.804,W,0.060,0.060,0.000,0.000,0.1338,0.1338,0.0360,0.0360,0.1000,0.1000
0.824,W,0.120,0.120,0.073,0.000,0.1476,0.1476,-0.1540,0.0720,0.0000,0.2000
0.844,W,0.180,0.180,0.073,0.073,0.1614,0.1614,0.0654,-0.1169,0.1000,0.1000
0.864,W,0.240,0.240,0.073,0.073,0.1752,0.1752,0.1004,0.1004,0.2000,0.2000
0.884,W,0.300,0.300,0.218,0.218,0.1890,0.1890,-0.3130,-0.3130,0.1000,0.1000
0.904,W,0.360,0.360,0.290,0.145,0.2028,0.2028,-0.1400,0.3100,0.0628,0.2000
0.924,W,0.420,0.420,0.290,0.218,0.2166,0.2166,0.0781,-0.0599,0.1628,0.1567
0.945,W,0.480,0.480,0.290,0.363,0.2304,0.2304,0.1139,-0.2924,0.2628,0.0567
0.964,W,0.540,0.540,0.580,0.435,0.2442,0.2442,-0.7498,-0.1186,0.1628,0.1256
0.985,W,0.600,0.600,0.653,0.435,0.2580,0.2580,-0.2117,0.0997,0.0628,0.2256
1.005,W,0.660,0.660,0.650,0.505,0.2718,0.2718,0.0137,-0.0825,0.1628,0.1893
1.025,W,0.720,0.720,0.579,0.651,0.2856,0.2856,0.2614,-0.3237,0.2628,0.0893
1.045,W,0.780,0.780,0.731,0.658,0.2994,0.2994,-0.3510,0.0566,0.1628,0.1893
1.065,W,0.840,0.840,0.798,0.798,0.3132,0.3132,-0.1432,-0.3261,0.1700,0.0893
1.085,W,0.900,0.900,0.871,0.798,0.3270,0.3270,-0.1630,0.0619,0.1640,0.1893
1.106,W,0.960,0.960,1.015,0.870,0.3408,0.3408,-0.3936,-0.1255,0.0640,0.2153
1.126,W,1.020,1.020,0.871,0.943,0.3546,0.3546,0.4496,-0.1375,0.1640,0.2171
1.146,W,1.080,1.080,0.943,1.089,0.3684,0.3684,-0.0994,-0.3685,0.2640,0.1171
1.166,W,1.140,1.140,1.088,1.088,0.3822,0.3822,-0.3307,0.0325,0.1640,0.2171
1.186,W,1.200,1.200,1.161,1.161,0.3960,0.3960,-0.1580,-0.1581,0.2380,0.2379
1.207,W,1.260,1.260,1.233,1.160,0.4098,0.4098,-0.1642,0.0606,0.2456,0.3379
1.228,W,1.320,1.320,1.339,1.409,0.4236,0.4236,-0.2760,-0.6759,0.1476,0.2379
1.247,W,1.380,1.380,1.383,1.456,0.4374,0.4374,-0.1136,-0.1628,0.2476,0.2746
1.268,W,1.440,1.440,1.380,1.452,0.4512,0.4512,0.0453,0.0019,0.3476,0.3746
1.289,W,1.500,1.500,1.518,1.663,0.4650,0.4650,-0.3575,-0.6243,0.2476,0.2746
1.307,W,1.560,1.560,1.637,1.711,0.4788,0.4788,-0.3416,-0.2103,0.1476,0.2685
1.330,W,1.620,1.620,1.602,1.747,0.4926,0.4926,0.0977,-0.1678,0.2476,0.3248
1.351,W,1.680,1.680,1.668,1.813,0.5064,0.5064,-0.1592,-0.2451,0.3472,0.2613
1.376,W,1.740,1.740,1.747,1.956,0.5202,0.5202,-0.2000,-0.4873,0.3202,0.1613
1.401,W,1.800,1.800,1.750,1.896,0.5340,0.5340,0.0215,0.0936,0.4202,0.2613
1.422,W,1.800,1.800,1.860,1.860,0.5340,0.5340,-0.3102,0.0548,0.3202,0.3613
1.437,W,1.800,1.800,1.906,1.841,0.5340,0.5340,-0.1803,0.0232,0.3537,0.4613
1.466,W,1.800,1.800,1.865,1.865,0.5340,0.5340,0.0642,-0.1001,0.4537,0.4339
1.484,W,1.800,1.800,2.000,2.066,0.5340,0.5340,-0.4564,-0.6633,0.3537,0.3339
1.512,A,1.740,1.740,2.114,2.173,0.5202,0.5202,-0.5104,-0.5257,0.2537,0.2339
1.547,A,1.680,1.680,2.029,2.090,0.5064,0.5064,0.0048,-0.0391,0.3537,0.3339
1.577,A,1.620,1.620,2.175,2.175,0.4926,0.4926,-0.6979,-0.5439,0.2537,0.2339
1.616,A,1.560,1.560,2.230,2.230,0.4788,0.4788,-0.5412,-0.5412,0.1537,0.1339
1.639,A,1.500,1.500,2.286,2.286,0.4650,0.4650,-0.6117,-0.6120,0.0537,0.0339
1.668,A,1.440,1.440,2.096,2.096,0.4512,0.4512,0.0818,0.0818,0.1537,0.1339
1.694,A,1.380,1.380,2.046,1.992,0.4374,0.4374,-0.2735,-0.1063,0.1639,0.2339
1.720,A,1.320,1.320,2.017,2.017,0.4236,0.4236,-0.3456,-0.4806,0.0780,0.1339
1.738,A,1.260,1.260,2.195,2.195,0.4098,0.4098,-1.0000,-1.0000,-0.0220,0.0339
1.760,A,1.200,1.200,1.993,2.199,0.3960,0.3960,0.0288,-0.6100,0.0780,-0.0661
1.772,A,1.140,1.140,1.912,2.065,0.3822,0.3822,-0.2592,-0.2187,0.1230,0.0339
1.791,A,1.080,1.080,1.741,1.886,0.3684,0.3684,0.0315,-0.0353,0.2230,0.1339
1.811,A,1.020,1.020,1.741,1.741,0.3546,0.3546,-0.4340,-0.0715,0.1230,0.2339
1.831,A,0.960,0.960,1.824,1.754,0.3408,0.3408,-0.7258,-0.5086,0.0230,0.1339
1.851,A,0.900,0.900,1.821,1.821,0.3270,0.3270,-0.5449,-0.7199,-0.0770,0.0339
1.871,A,0.840,0.840,1.532,1.750,0.3132,0.3132,0.3085,-0.3701,0.0230,-0.0569
1.889,A,0.780,0.780,1.457,1.676,0.2994,0.2994,-0.2207,-0.3511,0.0787,-0.0517
1.909,A,0.720,0.720,1.391,1.464,0.2856,0.2856,-0.2353,0.0841,0.0503,0.0483
1.928,A,0.660,0.660,1.391,1.318,0.2718,0.2718,-0.4400,-0.0299,-0.0497,0.1483
1.947,A,0.600,0.600,1.236,1.236,0.2580,0.2580,0.0057,-0.1774,0.0503,0.0806
1.967,A,0.540,0.600,1.088,1.378,0.2442,0.2580,0.0411,-0.8222,0.1503,-0.0194
1.987,A,0.480,0.600,1.160,1.160,0.2304,0.2580,-0.5890,0.2086,0.0503,0.0806
2.007,A,0.420,0.600,0.997,1.068,0.2166,0.2580,0.0622,-0.0512,0.1503,0.1806
2.027,A,0.360,0.600,1.013,1.085,0.2028,0.2580,-0.4308,-0.3326,0.0503,0.0806
2.047,A,0.300,0.600,0.963,1.112,0.1890,0.2580,-0.2748,-0.3735,-0.0497,-0.0194
2.067,A,0.240,0.600,0.798,1.016,0.1752,0.2580,0.0785,-0.0096,0.0503,0.0806
2.086,A,0.180,0.600,0.724,0.869,0.1614,0.2580,-0.1412,0.2060,0.0202,0.1806
2.107,A,0.120,0.600,0.719,1.007,0.1476,0.2580,-0.3480,-0.5900,-0.0798,0.0806
2.126,A,0.060,0.600,0.509,0.945,0.1338,0.2580,0.2574,-0.0509,0.0202,0.1806
2.147,A,-0.000,0.600,0.436,0.944,0.0000,0.2580,-0.0786,-0.2040,-0.0786,0.0806
2.166,A,-0.060,0.600,0.293,0.951,-0.1338,0.2580,0.1462,-0.2276,0.0124,0.0304
2.186,A,-0.120,0.600,0.216,0.721,-0.1476,0.2580,-0.0115,0.5004,-0.0876,0.1304
2.205,A,-0.180,0.600,0.145,0.797,-0.1614,0.2580,-0.0163,-0.3076,-0.1777,0.0304
2.227,A,-0.240,0.600,0.000,0.656,-0.1752,0.2580,0.2183,0.3190,-0.0777,0.1304
2.247,A,-0.300,0.600,-0.145,0.653,-0.1890,0.2580,0.2697,-0.0236,0.0223,0.2304
2.267,A,-0.360,0.600,0.000,0.652,-0.2028,0.2580,-0.5787,-0.0283,-0.0777,0.2297
2.287,A,-0.420,0.600,0.000,0.872,-0.2166,0.2580,-0.2520,-0.7145,-0.1777,0.1297
2.308,A,-0.480,0.600,-0.145,0.870,-0.2304,0.2580,0.1617,-0.1579,-0.0777,0.1001
2.327,A,-0.540,0.600,-0.145,0.871,-0.2442,0.2580,-0.2368,-0.1632,-0.1777,0.0948
2.347,A,-0.600,0.600,-0.214,0.926,-0.2580,0.2580,-0.0607,-0.3323,-0.2777,-0.0052
2.368,A,-0.600,0.600,-0.370,0.814,-0.2580,0.2580,0.2532,0.1502,-0.1777,0.0948
2.387,A,-0.600,0.600,-0.566,0.779,-0.2580,0.2580,0.4710,-0.0195,-0.0777,0.1948
2.407,A,-0.600,0.600,-0.593,0.815,-0.2580,0.2580,0.0622,-0.2204,-0.1777,0.0948
2.427,A,-0.600,0.600,-0.655,0.801,-0.2580,0.2580,0.1886,-0.0838,-0.0777,0.1742
2.447,A,-0.600,0.600,-0.715,0.859,-0.2580,0.2580,0.2199,-0.2998,-0.0381,0.0742
2.466,A,-0.600,0.600,-0.662,0.736,-0.2580,0.2580,-0.0958,0.2257,-0.1381,0.1742
2.487,A,-0.600,0.600,-0.640,0.853,-0.2580,0.2580,-0.0314,-0.4461,-0.2381,0.0742
2.507,A,-0.600,0.600,-0.814,0.814,-0.2580,0.2580,0.5646,-0.0311,-0.1381,0.1742
2.526,A,-0.600,0.600,-0.870,1.016,-0.2580,0.2580,0.3021,-0.7525,-0.0381,0.0742
2.546,A,-0.600,0.600,-0.797,0.869,-0.2580,0.2580,-0.0666,0.2053,-0.1381,0.1742
2.566,A,-0.600,0.600,-0.799,0.945,-0.2580,0.2580,0.1269,-0.3964,-0.1311,0.0742
2.586,A,-0.600,0.600,-0.944,0.944,-0.2580,0.2580,0.5669,-0.2038,-0.0311,0.0542
2.606,D,-0.540,0.540,-0.867,0.939,-0.2442,0.2442,0.0043,-0.2279,-0.1311,0.0163
2.626,D,-0.480,0.480,-0.946,0.874,-0.2304,0.2304,0.4784,-0.0726,-0.0311,0.1163
2.646,D,-0.420,0.420,-0.940,0.867,-0.2166,0.2166,0.2947,-0.2522,0.0689,0.0163
2.666,D,-0.360,0.360,-0.792,0.864,-0.2028,0.2028,-0.1102,-0.2938,-0.0311,-0.0837
2.686,D,-0.300,0.300,-0.652,0.652,-0.1890,0.1890,-0.1390,0.3192,-0.1311,0.0163
2.705,D,-0.240,0.240,-0.661,0.588,-0.1752,0.1752,0.2769,-0.0491,-0.0311,0.1163
2.726,D,-0.180,0.180,-0.726,0.581,-0.1614,0.1614,0.4883,-0.2222,0.0689,0.0163
2.746,D,-0.120,0.120,-0.580,0.580,-0.1476,0.1476,-0.0876,-0.2753,-0.0311,-0.0837
2.765,D,-0.060,0.060,-0.508,0.508,-0.1338,0.1338,0.0873,-0.0872,-0.0465,0.0163
2.785,D,-0.000,0.000,-0.581,0.290,0.0000,0.0000,0.5303,0.3694,0.0535,0.1163
2.805,D,0.060,-0.060,-0.362,0.362,0.1338,-0.1338,-0.2918,-0.4338,-0.0465,0.0163
2.825,D,0.120,-0.120,-0.363,0.436,0.1476,-0.1476,0.2911,-0.5162,0.0535,-0.0837
2.845,D,0.180,-0.180,-0.290,0.290,0.1614,-0.1614,0.1003,0.0813,0.1535,-0.0801
2.865,D,0.240,-0.240,0.000,0.073,0.1752,-0.1752,-0.5815,0.3566,0.0535,0.0199
2.885,D,0.300,-0.300,0.000,0.000,0.1890,-0.1890,0.1800,0.0014,0.1535,-0.0801
2.905,D,0.360,-0.360,0.218,0.000,0.2028,-0.2028,-0.4587,-0.2160,0.0535,-0.1801
2.925,D,0.420,-0.420,0.216,-0.144,0.2166,-0.2166,0.1269,0.1941,0.1535,-0.0801
2.945,D,0.480,-0.480,0.219,-0.293,0.2304,-0.2304,0.1476,0.2591,0.2535,0.0199
2.965,D,0.540,-0.540,0.363,-0.145,0.2442,-0.2442,-0.2518,-0.6057,0.1535,-0.0801
2.985,D,0.600,-0.600,0.508,-0.145,0.2580,-0.2580,-0.3067,-0.2731,0.0535,-0.1801
3.005,D,0.600,-0.600,0.435,-0.290,0.2580,-0.2580,0.2788,0.1775,0.1535,-0.0805
3.025,W,0.660,-0.540,0.506,-0.289,0.2718,-0.2442,-0.0844,-0.1532,0.1874,-0.1805
3.045,W,0.720,-0.480,0.655,-0.291,0.2856,-0.2304,-0.3327,-0.1088,0.0874,-0.2805
3.065,W,0.780,-0.420,0.650,-0.433,0.2994,-0.2166,0.0898,0.3639,0.1874,-0.1805
3.086,W,0.840,-0.360,0.720,-0.576,0.3132,-0.2028,-0.1022,0.4857,0.2110,-0.0805
3.106,W,0.900,-0.300,0.799,-0.581,0.3270,-0.1890,-0.1361,0.1809,0.1909,-0.0081
3.126,W,0.960,-0.240,0.798,-0.581,0.3408,-0.1752,0.0976,0.2037,0.2909,0.0285
3.146,W,1.020,-0.180,0.953,-0.513,0.3546,-0.1614,-0.3472,0.0319,0.1909,-0.0715
3.166,W,1.080,-0.120,1.088,-0.435,0.3684,-0.1476,-0.3429,-0.0057,0.0909,-0.1533
3.186,W,1.140,-0.060,1.088,-0.580,0.3822,-0.1338,0.0326,0.6742,0.1909,-0.0533
3.206,W,1.200,-0.000,1.083,-0.578,0.3960,0.0000,0.0829,0.3398,0.2909,0.0467
3.226,W,1.260,0.060,1.146,-0.573,0.4098,0.1338,-0.0908,0.3693,0.3190,0.1467
3.246,W,1.320,0.120,1.367,-0.288,0.4236,0.1476,-0.5791,-0.4691,0.2190,0.0467
3.267,W,1.380,0.180,1.380,-0.073,0.4374,0.1614,-0.0323,-0.3863,0.3190,-0.0533
3.286,W,1.440,0.240,1.400,-0.147,0.4512,0.1752,-0.0252,0.4192,0.4190,0.0467
3.306,W,1.500,0.300,1.611,-0.073,0.4650,0.1890,-0.5957,0.0387,0.3190,0.1467
3.325,W,1.560,0.360,1.741,0.000,0.4788,0.2028,-0.4328,0.0329,0.2190,0.2357
3.346,W,1.620,0.420,1.669,0.145,0.4926,0.2166,0.1512,-0.1978,0.3190,0.1357
3.366,W,1.680,0.480,1.814,0.290,0.5064,0.2304,-0.4421,-0.2488,0.2190,0.0357
3.387,W,1.740,0.540,1.910,0.354,0.5202,0.2442,-0.3428,-0.0470,0.1774,0.1357
3.407,W,1.800,0.600,1.827,0.292,0.5340,0.2580,0.1898,0.3379,0.2774,0.2357
3.427,W,1.800,0.660,1.834,0.440,0.5340,0.2718,-0.0370,-0.2376,0.3774,0.1357
3.446,W,1.800,0.720,1.967,0.656,0.5340,0.2856,-0.4328,-0.5003,0.2774,0.0357
3.466,W,1.800,0.780,1.891,0.509,0.5340,0.2994,0.1350,0.5290,0.3774,0.1357
3.487,W,1.800,0.840,2.031,0.580,0.5340,0.3132,-0.4887,-0.0223,0.2774,0.2357
3.508,W,1.800,0.900,2.051,0.636,0.5340,0.3270,-0.1988,0.0181,0.3352,0.3357
3.528,W,1.800,0.960,2.019,0.937,0.5340,0.3408,-0.0519,-0.7385,0.4352,0.2357
3.549,W,1.800,1.020,2.040,1.020,0.5340,0.3546,-0.1967,-0.2069,0.3373,0.1477
3.568,W,1.800,1.080,2.099,1.158,0.5340,0.3684,-0.3259,-0.3913,0.2373,0.0477
3.588,W,1.800,1.140,1.990,1.106,0.5340,0.3822,0.1566,0.1508,0.3373,0.1477
3.608,W,1.800,1.200,2.040,1.093,0.5340,0.3960,-0.2687,0.0965,0.2653,0.2477
3.628,W,1.800,1.260,2.045,1.169,0.5340,0.4098,-0.1584,-0.1343,0.3653,0.2755
3.649,W,1.800,1.320,1.959,1.306,0.5340,0.4236,0.1191,-0.3351,0.4653,0.1755
3.669,W,1.800,1.380,2.038,1.310,0.5340,0.4374,-0.3413,0.0306,0.3653,0.2755
3.691,W,1.800,1.440,2.102,1.401,0.5340,0.4512,-0.3405,-0.2040,0.2653,0.2472
3.710,W,1.800,1.500,2.023,1.445,0.5340,0.4650,0.0627,-0.0770,0.3653,0.3472
3.732,W,1.800,1.560,2.100,1.521,0.5340,0.4788,-0.3724,-0.1654,0.2653,0.3134
3.751,W,1.800,1.620,2.042,1.604,0.5340,0.4926,0.0012,-0.1987,0.3653,0.2939
3.772,W,1.800,1.680,2.032,1.669,0.5340,0.5064,-0.1133,-0.1551,0.4207,0.3513
3.794,W,1.800,1.740,2.108,1.671,0.5340,0.5202,-0.3761,0.0358,0.3207,0.4513
3.815,W,1.800,1.800,2.105,1.815,0.5340,0.5340,-0.1752,-0.3703,0.3588,0.3513
3.834,W,1.800,1.800,2.124,1.904,0.5340,0.5340,-0.2417,-0.2840,0.2923,0.2513
3.853,W,1.800,1.800,2.136,1.915,0.5340,0.5340,-0.2319,-0.0967,0.3021,0.3513
3.875,W,1.800,1.800,2.099,1.882,0.5340,0.5340,-0.0884,0.0332,0.4021,0.4513
3.897,W,1.800,1.800,2.127,2.053,0.5340,0.5340,-0.2644,-0.5803,0.3021,0.3513
3.918,W,1.800,1.800,2.155,2.086,0.5340,0.5340,-0.2844,-0.2528,0.2496,0.2812
3.937,W,1.800,1.800,2.123,2.047,0.5340,0.5340,-0.1129,-0.0509,0.3496,0.3812
3.957,W,1.800,1.800,2.167,2.027,0.5340,0.5340,-0.3312,-0.0876,0.2496,0.4464
3.977,W,1.800,1.800,2.093,2.093,0.5340,0.5340,0.0097,-0.3397,0.3496,0.3464
4.001,W,1.800,1.800,2.093,2.093,0.5340,0.5340,-0.1761,-0.1765,0.3579,0.3575
4.016,W,1.800,1.800,2.051,2.203,0.5340,0.5340,-0.0452,-0.5158,0.4579,0.2575
4.037,W,1.800,1.800,2.082,2.082,0.5340,0.5340,-0.2467,0.1336,0.3579,0.3575
4.059,W,1.800,1.800,2.119,2.119,0.5340,0.5340,-0.2855,-0.2854,0.2579,0.2575
4.080,W,1.800,1.800,2.183,2.183,0.5340,0.5340,-0.3879,-0.3890,0.1579,0.1575
4.102,W,1.800,1.800,2.131,2.202,0.5340,0.5340,-0.0696,-0.2895,0.2579,0.2445
4.121,A,1.740,1.740,2.116,2.186,0.5202,0.5202,-0.1867,-0.2277,0.3335,0.2925
4.142,A,1.680,1.680,2.049,2.247,0.5064,0.5064,-0.0541,-0.4924,0.4335,0.1925
4.163,A,1.620,1.620,2.154,2.226,0.4926,0.4926,-0.5848,-0.3115,0.3335,0.1811
4.181,A,1.560,1.560,2.075,2.155,0.4788,0.4788,-0.1119,-0.1800,0.3669,0.2811
4.204,A,1.500,1.500,2.143,2.210,0.4650,0.4650,-0.5531,-0.5613,0.2669,0.1811
4.220,A,1.440,1.440,2.112,2.112,0.4512,0.4512,-0.3278,-0.1600,0.1669,0.2811
4.239,A,1.380,1.380,2.109,2.175,0.4374,0.4374,-0.4286,-0.6329,0.0669,0.1811
4.258,A,1.320,1.320,2.048,2.122,0.4236,0.4236,-0.2859,-0.3481,0.1377,0.0811
4.278,A,1.260,1.260,1.963,2.199,0.4098,0.4098,-0.2092,-0.7559,0.2006,-0.0189
4.296,A,1.200,1.200,1.975,1.975,0.3960,0.3960,-0.4937,0.0940,0.1006,0.0811
4.312,A,1.140,1.140,1.887,1.814,0.3822,0.3822,-0.2279,-0.0023,0.1543,0.1811
4.333,A,1.080,1.080,1.747,1.820,0.3684,0.3684,-0.0515,-0.4591,0.2543,0.0811
4.353,A,1.020,1.020,1.813,1.813,0.3546,0.3546,-0.6414,-0.4588,0.1543,-0.0189
4.372,A,0.960,0.960,1.746,1.746,0.3408,0.3408,-0.3042,-0.3045,0.0543,0.0363
4.392,A,0.900,0.900,1.758,1.538,0.3270,0.3270,-0.5442,0.1371,-0.0457,0.1363
4.412,A,0.840,0.840,1.601,1.528,0.3132,0.3132,-0.0643,-0.3879,0.0543,0.0363
4.431,A,0.780,0.780,1.461,1.534,0.2994,0.2994,-0.0575,-0.4663,0.1543,-0.0637
4.451,A,0.720,0.720,1.386,1.313,0.2856,0.2856,-0.2132,0.1958,0.0724,0.0363
4.471,A,0.660,0.660,1.459,1.167,0.2718,0.2718,-0.6604,0.0616,-0.0276,0.1363
4.490,A,0.600,0.600,1.386,1.094,0.2580,0.2580,-0.2889,-0.1140,-0.0309,0.1440
4.510,A,0.540,0.600,1.091,1.236,0.2442,0.2580,0.4066,-0.7375,0.0691,0.0440
4.529,A,0.480,0.600,1.016,1.161,0.2304,0.2580,-0.1337,-0.1478,0.0967,0.1102
4.550,A,0.420,0.600,1.059,1.130,0.2166,0.2580,-0.4926,-0.2409,-0.0033,0.0171
4.569,A,0.360,0.600,1.030,0.956,0.2028,0.2580,-0.3288,0.2199,-0.1033,0.1171
4.589,A,0.300,0.600,0.879,0.952,0.1890,0.2580,0.0309,-0.2001,-0.0033,0.0579
4.609,A,0.240,0.600,0.646,1.005,0.1752,0.2580,0.3389,-0.3741,0.0967,-0.0421
4.629,A,0.180,0.600,0.589,0.810,0.1614,0.2580,-0.1038,0.3604,0.0576,0.0579
4.649,A,0.120,0.600,0.653,0.653,0.1476,0.2580,-0.4788,0.3613,-0.0424,0.1579
4.669,A,0.060,0.600,0.580,0.726,0.1338,0.2580,-0.1312,-0.2572,0.0026,0.0579
4.688,A,-0.000,0.600,0.435,0.726,0.0000,0.2580,0.1015,-0.0753,0.1015,0.1579
4.708,A,-0.060,0.600,0.363,0.580,-0.1338,0.2580,-0.0721,0.3748,0.0015,0.2579
4.728,A,-0.120,0.600,0.435,0.725,-0.1476,0.2580,-0.5144,-0.4377,-0.0985,0.1579
4.748,A,-0.180,0.600,0.217,0.795,-0.1614,0.2580,0.3083,-0.2897,0.0015,0.0579
4.768,A,-0.240,0.600,0.073,0.802,-0.1752,0.2580,0.1718,-0.1386,-0.0034,0.1194
4.788,A,-0.300,0.600,0.073,0.653,-0.1890,0.2580,-0.2227,0.3398,-0.1034,0.2194
4.808,A,-0.360,0.600,0.000,0.798,-0.2028,0.2580,-0.0346,-0.4808,-0.2034,0.1194
4.829,A,-0.420,0.600,-0.145,0.798,-0.2166,0.2580,0.1976,-0.1183,-0.1034,0.1397
4.849,A,-0.480,0.600,-0.218,0.870,-0.2304,0.2580,0.0240,-0.3442,-0.2034,0.0397
4.869,A,-0.540,0.600,-0.290,0.871,-0.2442,0.2580,0.0315,-0.1624,-0.2127,0.0956
4.889,A,-0.600,0.600,-0.508,0.798,-0.2580,0.2580,0.4886,0.0627,-0.1127,0.1956
4.909,A,-0.600,0.600,-0.653,0.871,-0.2580,0.2580,0.3955,-0.3451,-0.0127,0.0956
4.929,A,-0.600,0.600,-0.580,0.943,-0.2580,0.2580,-0.1939,-0.3863,-0.1127,-0.0044
4.949,A,-0.600,0.600,-0.508,0.943,-0.2580,0.2580,-0.2369,-0.2054,-0.2127,0.0526
4.969,A,-0.600,0.600,-0.653,0.798,-0.2580,0.2580,0.3947,0.2434,-0.1127,0.1526
4.990,A,-0.600,0.600,-0.793,0.865,-0.2580,0.2580,0.4653,-0.3259,-0.0127,0.0526
5.009,A,-0.600,0.600,-0.796,0.869,-0.2580,0.2580,0.1269,-0.1711,-0.1127,0.0869
5.029,A,-0.600,0.600,-0.727,0.799,-0.2580,0.2580,-0.0986,0.0544,-0.2127,0.1869
5.049,A,-0.600,0.600,-0.794,0.721,-0.2580,0.2580,0.2838,0.1214,-0.1127,0.2869
5.069,A,-0.600,0.600,-0.799,0.945,-0.2580,0.2580,0.1343,-0.7651,-0.1237,0.1869
5.089,A,-0.600,0.600,-0.790,1.005,-0.2580,0.2580,0.0891,-0.3933,-0.1689,0.0869
5.110,A,-0.600,0.600,-0.889,1.038,-0.2580,0.2580,0.4231,-0.3443,-0.0689,-0.0131
5.130,A,-0.600,0.600,-1.016,0.943,-0.2580,0.2580,0.5651,0.0304,0.0311,0.0869
